home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long,year,home_version,home_continent,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_world_cup_titles_before,home_squad_total_market_value_eur,home_fifa_rank_pre_tournament,home_fifa_points_pre_tournament,home_squad_avg_age,home_world_cup_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,home_winner,home_finalist,home_semi_finalist,home_quarter_finalist,away_version,away_continent,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_world_cup_titles_before,away_squad_total_market_value_eur,away_fifa_rank_pre_tournament,away_fifa_points_pre_tournament,away_squad_avg_age,away_world_cup_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before,away_winner,away_finalist,away_semi_finalist,away_quarter_finalist,match_result
Spain,Netherlands,1,,,5,,,Del Bosque,,Louis van Gaal,,48173,"Itaipava Arena Fonte Nova, Salvador",Nicola Rizzoli (Referee) · Renato Faverani (AR1) · Andrea Stefani (AR2) · Svein Oddvar Moen (4th),Group stage,2014-06-13,1–5,Nicola Rizzoli,,Brazil,2014,,Robin van Persie · 44|Arjen Robben · 53|Stefan de Vrij · 65|Robin van Persie · 72|Arjen Robben · 80,,"['44&rsquor;|1:1|Robin van Persie|Assist:|Daley Blind', '53&rsquor;|1:2|Arjen Robben|Assist:|Daley Blind', '65&rsquor;|1:3|Stefan de Vrij|Assist:|Wesley Sneijder', '72&rsquor;|1:4|Robin van Persie', '80&rsquor;|1:5|Arjen Robben']",,,Xabi Alonso (P) · 27,,,,,,,,,,,,['65&rsquor;|1:2|Iker Casillas'],"['25&rsquor;|0:0|Jonathan de Guzmán', '41&rsquor;|1:0|Stefan de Vrij', '66&rsquor;|1:3|Robin van Persie']","['63&rsquor;|1:2|Fernando Torres|for Diego Costa', '63&rsquor;|1:2|Pedro|for Xabi Alonso', '78&rsquor;|1:4|Cesc Fàbregas|for David Silva']","['62&rsquor;|1:2|Georginio Wijnaldum|for Jonathan de Guzmán', '77&rsquor;|1:4|Joël Veltman|for Stefan de Vrij', '79&rsquor;|1:4|Jeremain Lens|for Robin van Persie']",2014,2014,Europe,0,125,39,40,6,8,0,622000000.0,1,1485.0,28.25,0,0,0,0,0,0,0,0,0,0,2014,Europe,0,106,39,27,8,11,0,208000000.0,15,981.0,26.47,0,0,0,0,0,0,0,0,1,1,Away Win
Chile,Australia,3,,,1,,,Jorge Sampaoli,,Ange Postecoglou,,40275,"Arena Pantanal, Cuiabá",Noumandiez Doué (Referee) · Songuifolo Yéo (AR1) · Jean-Claude Birumushahu (AR2) · Roberto Moreno (4th),Group stage,2014-06-13,3–1,Noumandiez Doué,,Brazil,2014,Alexis Sánchez · 12|Jorge Valdivia · 14|Jean Beausejour · 90+2,Tim Cahill · 35,"['12&rsquor;|1:0|Alexis Sánchez', '14&rsquor;|2:0|Jorge Valdivia|Assist:|Alexis Sánchez', '90+2&rsquor;|3:1|Jean Beausejour']",['35&rsquor;|2:1|Tim Cahill|Assist:|Ivan Franjic'],,,,,,,,,,,,,,,['86&rsquor;|2:1|Charles Aránguiz'],"['44&rsquor;|2:1|Tim Cahill', '58&rsquor;|2:1|Mile Jedinak', '67&rsquor;|2:1|Mark Milligan']","['60&rsquor;|2:1|Felipe Gutiérrez|for Arturo Vidal', '68&rsquor;|2:1|Jean Beausejour|for Jorge Valdivia', '88&rsquor;|2:1|Mauricio Pinilla|for Eduardo Vargas']","['49&rsquor;|2:1|Ryan McGowan|for Ivan Franjic', '68&rsquor;|2:1|Ben Halloran|for Tommy Oar', '78&rsquor;|2:1|James Troisi|for Mark Bresciano']",2014,2014,South America,0,84,58,24,15,9,0,139000000.0,14,1026.0,28.0,0,0,0,0,0,0,0,0,0,0,2014,Oceania,0,93,57,25,14,11,0,21000000.0,62,526.0,26.36,0,0,0,0,0,0,0,0,0,0,Home Win
Brazil,Croatia,3,,,1,,,Luiz Felipe Scolari,,Niko Kovač,,62103,"Arena Corinthians, São Paulo",Yuichi Nishimura (Referee) · Toru Sagara (AR1) · Toshiyuki Nagi (AR2) · Alireza Faghani (4th),Group stage,2014-06-12,3–1,Yuichi Nishimura,,Brazil,2014,Neymar · 29|Oscar · 90+1,,"['29&rsquor;|1:1|Neymar|Assist:|Oscar', '90+1&rsquor;|3:1|Oscar|Assist:|Ramires']",,,Marcelo (OG) · 11,Neymar (P) · 71,,,,,,,,,,,,"['27&rsquor;|0:1|Neymar', '88&rsquor;|2:1|Luiz Gustavo']","['65&rsquor;|1:1|Vedran Ćorluka', '69&rsquor;|1:1|Dejan Lovren']","['63&rsquor;|1:1|Hernanes|for Paulinho', '68&rsquor;|1:1|Bernard|for Hulk', '88&rsquor;|2:1|Ramires|for Neymar']","['61&rsquor;|1:1|Marcelo Brozović|for Mateo Kovačić', '78&rsquor;|2:1|Ante Rebić|for Nikica Jelavić']",2014,2014,South America,1,125,38,37,8,10,0,468000000.0,3,1242.0,28.36,0,0,0,0,0,0,0,0,1,1,2014,Europe,0,67,39,23,9,11,0,197000000.0,18,903.0,27.36,0,0,0,0,0,0,0,0,0,0,Home Win
Netherlands,Spain,0,,,1,,,Bert van Marwijk,,Vicente del Bosque,,84490,"Soccer City, Johannesburg",Howard Webb (Referee) · Darren Cann (AR1) · Michael Mullarkey (AR2) · Yuichi Nishimura (4th),Final,2010-07-11,0–1,Howard Webb,Required Extra Time,South Africa,2010,,Andrés Iniesta · 116,,['116&rsquor;|0:1|Andrés Iniesta'],,,,,,,,,,,,,John Heitinga · 109,,"['15&rsquor;|0:0|Robin van Persie', '22&rsquor;|0:0|Mark van Bommel', '28&rsquor;|0:0|Nigel de Jong', '54&rsquor;|0:0|Giovanni van Bronckhorst', '57&rsquor;|0:0|John Heitinga', '84&rsquor;|0:0|Arjen Robben', '111&rsquor;|0:0|Gregory van der Wiel', '117&rsquor;|0:1|Joris Mathijsen']","['17&rsquor;|0:0|Carles Puyol', '23&rsquor;|0:0|Sergio Ramos', '67&rsquor;|0:0|Joan Capdevila', '118&rsquor;|0:1|Andrés Iniesta', '120+1&rsquor;|0:1|Xavi']","['71&rsquor;|0:0|Eljero Elia|for Dirk Kuyt', '99&rsquor;|0:0|Rafael van der Vaart|for Nigel de Jong', '105&rsquor;|0:0|Edson Braafheid|for Giovanni van Bronckhorst']","['60&rsquor;|0:0|Jesús Navas|for Pedro', '87&rsquor;|0:0|Cesc Fàbregas|for Xabi Alonso', '106&rsquor;|0:0|Fernando Torres|for David Villa']",2010,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,Away Win
Uruguay,Germany,2,,,3,,,Óscar Tabárez,,Joachim Löw,,36254,"Nelson Mandela Bay Stadium, Port Elizabeth",,Third-place match,2010-07-10,2–3,,,South Africa,2010,Edinson Cavani · 28|Diego Forlán · 51,Thomas Müller · 19|Marcell Jansen · 56|Sami Khedira · 82,"['28&rsquor;|1:1|Edinson Cavani', '51&rsquor;|2:1|Diego Forlán']","['19&rsquor;|0:1|Thomas Müller', '56&rsquor;|2:2|Marcell Jansen', '82&rsquor;|2:3|Sami Khedira']",,,,,,,,,,,,,,,['61&rsquor;|2:2|Diego Pérez'],"['5&rsquor;|0:0|Dennis Aogo', '90+2&rsquor;|2:3|Arne Friedrich']","['77&rsquor;|2:2|Walter Gargano|for Diego Pérez', '88&rsquor;|2:3|Sebastián Abreu|for Edinson Cavani']","['73&rsquor;|2:2|Stefan Kießling|for Cacau', '81&rsquor;|2:2|Toni Kroos|for Marcell Jansen', '90&rsquor;|2:3|Serdar Tasci|for Mesut Özil']",2010,2010,South America,0,71,47,19,11,13,2,419200000.0,16,899.0,26.6,10,7,2,4,3,1,0,0,1,1,2010,Europe,0,119,36,34,7,8,3,828000000.0,6,1082.0,26.7,16,16,8,14,11,7,0,0,1,1,Away Win
Germany,Spain,0,,,1,,,Joachim Löw,,Vicente del Bosque,,60960,"Moses Mabhida Stadium, Durban",,Semi-finals,2010-07-07,0–1,,,South Africa,2010,,Carles Puyol · 73,,['73&rsquor;|0:1|Carles Puyol|Assist:|Xavi'],,,,,,,,,,,,,,,,,"['52&rsquor;|0:0|Marcell Jansen|for Jérôme Boateng', '62&rsquor;|0:0|Toni Kroos|for Piotr Trochowski', '81&rsquor;|0:1|Mario Gómez|for Sami Khedira']","['81&rsquor;|0:1|Fernando Torres|for David Villa', '86&rsquor;|0:1|David Silva|for Pedro', '90&rsquor;|0:1|Carlos Marchena|for Xabi Alonso']",2010,2010,Europe,0,119,36,34,7,8,3,828000000.0,6,1082.0,26.7,16,16,8,14,11,7,0,0,1,1,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,Away Win
Uruguay,Netherlands,2,,,3,,,Óscar Tabárez,,Bert van Marwijk,,62479,"Cape Town Stadium, Cape Town",,Semi-finals,2010-07-06,2–3,,,South Africa,2010,Diego Forlán · 41|Maxi Pereira · 90+2,Giovanni van Bronckhorst · 18|Wesley Sneijder · 70|Arjen Robben · 73,"['41&rsquor;|1:1|Diego Forlán', '90+2&rsquor;|2:3|Maxi Pereira']","['18&rsquor;|0:1|Giovanni van Bronckhorst', '70&rsquor;|1:2|Wesley Sneijder', '73&rsquor;|1:3|Arjen Robben']",,,,,,,,,,,,,,,"['21&rsquor;|0:1|Maxi Pereira', '29&rsquor;|0:1|Martín Cáceres']","['29&rsquor;|0:1|Wesley Sneijder', '78&rsquor;|1:3|Khalid Boulahrouz', '90+5&rsquor;|2:3|Mark van Bommel']","['78&rsquor;|1:3|Sebastián Abreu|for Álvaro Pereira', '84&rsquor;|1:3|Seba Fernández|for Diego Forlán']","['46&rsquor;|1:1|Rafael van der Vaart|for Demy de Zeeuw', '89&rsquor;|1:3|Eljero Elia|for Arjen Robben']",2010,2010,South America,0,71,47,19,11,13,2,419200000.0,16,899.0,26.6,10,7,2,4,3,1,0,0,1,1,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,Away Win
Argentina,Germany,0,,,4,,,Diego Maradona,,Joachim Löw,,64100,"Cape Town Stadium, Cape Town",,Quarter-finals,2010-07-03,0–4,,,South Africa,2010,,Thomas Müller · 3|Miroslav Klose · 68|Arne Friedrich · 74|Miroslav Klose · 89,,"['3&rsquor;|0:1|Thomas Müller', '68&rsquor;|0:2|Miroslav Klose', '74&rsquor;|0:3|Arne Friedrich', '89&rsquor;|0:4|Miroslav Klose']",,,,,,,,,,,,,,,"['11&rsquor;|0:1|Nicolás Otamendi', '80&rsquor;|0:3|Javier Mascherano']",['35&rsquor;|0:1|Thomas Müller'],"['70&rsquor;|0:2|Javier Pastore|for Nicolás Otamendi', '75&rsquor;|0:3|Sergio Agüero|for Ángel Di María']","['72&rsquor;|0:2|Marcell Jansen|for Jérôme Boateng', '77&rsquor;|0:3|Toni Kroos|for Sami Khedira', '84&rsquor;|0:3|Piotr Trochowski|for Thomas Müller']",2010,2010,South America,0,84,50,29,12,8,2,575000000.0,7,1076.0,27.9,14,11,6,7,4,4,0,0,0,1,2010,Europe,0,119,36,34,7,8,3,828000000.0,6,1082.0,26.7,16,16,8,14,11,7,0,0,1,1,Away Win
Paraguay,Spain,0,,,1,,,Gerardo Martino,,Vicente del Bosque,,55359,"Emirates Airline Park, Johannesburg",,Quarter-finals,2010-07-03,0–1,,,South Africa,2010,,David Villa · 83,,['83&rsquor;|0:1|David Villa'],,,,,,,,,,,,,,,"['59&rsquor;|0:0|Víctor Cáceres', '59&rsquor;|0:0|Antolín Alcaraz', '71&rsquor;|0:0|Claudio Morel Rodríguez', '88&rsquor;|0:1|Jonathan Santana']","['57&rsquor;|0:0|Gerard Piqué', '63&rsquor;|0:0|Sergio Busquets']","['64&rsquor;|0:0|Enrique Vera|for Édgar Barreto', '72&rsquor;|0:0|Roque Santa Cruz|for Nelson Valdez', '84&rsquor;|0:1|Lucas Barrios|for Víctor Cáceres']","['56&rsquor;|0:0|Cesc Fàbregas|for Fernando Torres', '75&rsquor;|0:0|Pedro|for Xabi Alonso', '84&rsquor;|0:1|Carlos Marchena|for Carles Puyol']",2010,2010,South America,0,52,54,17,18,14,0,123950000.0,31,820.0,28.4,7,3,3,0,0,0,0,0,0,1,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,Away Win
Netherlands,Brazil,2,,,1,,,Bert van Marwijk,,Dunga,,40186,"Nelson Mandela Bay Stadium, Port Elizabeth",,Quarter-finals,2010-07-02,2–1,,,South Africa,2010,Wesley Sneijder · 53|Wesley Sneijder · 68,Robinho · 10,"['53&rsquor;|1:1|Wesley Sneijder', '68&rsquor;|2:1|Wesley Sneijder']",['10&rsquor;|0:1|Robinho'],,,,,,,,,,,,,,,"['14&rsquor;|0:1|John Heitinga', '47&rsquor;|0:1|Gregory van der Wiel', '64&rsquor;|1:1|Nigel de Jong', '76&rsquor;|2:1|André Ooijer']",['37&rsquor;|0:1|Michel Bastos'],['85&rsquor;|2:1|Klaas-Jan Huntelaar|for Robin van Persie'],"['62&rsquor;|1:1|Gilberto|for Michel Bastos', '77&rsquor;|2:1|Nilmar|for Luís Fabiano']",2010,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,2010,South America,0,114,37,38,5,11,5,932000000.0,1,1611.0,27.8,18,16,8,12,9,6,0,0,0,1,Home Win
Uruguay,Ghana,1,,4.0,1,,2.0,Óscar Tabárez,,Milovan Rajevac,,84017,"Soccer City, Johannesburg",,Quarter-finals,2010-07-02,(4) 1–1 (2),,Uruguay won on penalty kicks following extra time,South Africa,2010,Diego Forlán · 55,Sulley Muntari · 45+2,['55&rsquor;|1:1|Diego Forlán'],['45+2&rsquor;|0:1|Sulley Muntari'],,,,,,['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['1|1:0|Diego Forlán', '3|2:1|Mauricio Victorino', '5|3:2|Andrés Scotti', '9|4:2|Sebastián Abreu']","['2|1:1|Asamoah Gyan', '4|2:2|Stephen Appiah']",['7|3:2|Maxi Pereira'],"['6|3:2|John Mensah', '8|3:2|Dominic Adiyiah']",Luis Suárez · 120+1,,,,"['20&rsquor;|0:0|Jorge Fucile', '48&rsquor;|0:1|Egidio Arévalo', '59&rsquor;|1:1|Diego Pérez']","['54&rsquor;|0:1|John Paintsil', '77&rsquor;|1:1|Hans Sarpei', '93&rsquor;|1:1|John Mensah']","['38&rsquor;|0:0|Andrés Scotti|for Diego Lugano', '46&rsquor;|0:1|Nicolás Lodeiro|for Álvaro Fernández', '76&rsquor;|1:1|Sebastián Abreu|for Edinson Cavani']","['74&rsquor;|1:1|Stephen Appiah|for Samuel Inkoom', '88&rsquor;|1:1|Dominic Adiyiah|for Sulley Muntari']",2010,2010,South America,0,71,47,19,11,13,2,419200000.0,16,899.0,26.6,10,7,2,4,3,1,0,0,1,1,2010,Africa,0,73,52,26,15,9,0,164930000.0,32,800.0,25.1,1,1,1,0,0,0,0,0,0,1,Draw
Paraguay,Japan,0,,5.0,0,,3.0,Gerardo Martino,,Takeshi Okada,,36742,"Loftus Versfeld Stadium, Pretoria",,Round of 16,2010-06-29,(5) 0–0 (3),,Paraguay won on penalty kicks following extra time,South Africa,2010,,,,,,,,,,,"['1|1:0|Édgar Barreto', '3|2:1|Lucas Barrios', '5|3:2|Cristian Riveros', '7|4:2|Nelson Valdez', '9|5:3|Óscar Cardozo']","['2|1:1|Yasuhito Endō', '4|2:2|Makoto Hasebe', '8|4:3|Keisuke Honda']",,['6|3:2|Yūichi Komano'],,,,,['118&rsquor;|0:0|Cristian Riveros'],"['58&rsquor;|0:0|Daisuke Matsui', '72&rsquor;|0:0|Yuto Nagatomo', '90+3&rsquor;|0:0|Keisuke Honda', '113&rsquor;|0:0|Yasuhito Endō']","['60&rsquor;|0:0|Nelson Valdez|for Édgar Benítez', '75&rsquor;|0:0|Édgar Barreto|for Néstor Ortigoza', '94&rsquor;|0:0|Óscar Cardozo|for Roque Santa Cruz']","['65&rsquor;|0:0|Shinji Okazaki|for Daisuke Matsui', '81&rsquor;|0:0|Kengo Nakamura|for Yuki Abe', '106&rsquor;|0:0|Keiji Tamada|for Yoshito Ōkubo']",2010,2010,South America,0,52,54,17,18,14,0,123950000.0,31,820.0,28.4,7,3,3,0,0,0,0,0,0,1,2010,Asia,0,117,53,36,13,17,0,223500000.0,45,682.0,26.5,3,1,1,0,0,0,0,0,0,0,Draw
Spain,Portugal,1,,,0,,,Vicente del Bosque,,Carlos Queiroz,,62955,"Cape Town Stadium, Cape Town",,Round of 16,2010-06-29,1–0,,,South Africa,2010,David Villa · 63,,['63&rsquor;|1:0|David Villa'],,,,,,,,,,,,,Ricardo Costa · 89,,,['74&rsquor;|1:0|Xabi Alonso'],['80&rsquor;|1:0|Tiago Mendes'],"['58&rsquor;|0:0|Fernando Llorente|for Fernando Torres', '88&rsquor;|1:0|Pedro|for David Villa', '90&rsquor;|1:0|Carlos Marchena|for Xabi Alonso']","['58&rsquor;|0:0|Danny|for Hugo Almeida', '72&rsquor;|1:0|Liédson|for Simão Sabrosa', '72&rsquor;|1:0|Pedro Mendes|for Pepe']",2010,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,2010,Europe,0,80,38,25,8,13,0,841000000.0,3,1249.0,27.1,4,2,1,2,2,0,0,0,0,0,Home Win
Netherlands,Slovakia,2,,,1,,,Bert van Marwijk,,Vladimír Weiss,,61962,"Moses Mabhida Stadium, Durban",,Round of 16,2010-06-28,2–1,,,South Africa,2010,Arjen Robben · 18|Wesley Sneijder · 84,,"['18&rsquor;|1:0|Arjen Robben', '84&rsquor;|2:0|Wesley Sneijder']",,,,,Róbert Vittek (P) · 90+4,,,,,,,,,,,"['31&rsquor;|1:0|Arjen Robben', '90+3&rsquor;|2:0|Maarten Stekelenburg']","['40&rsquor;|1:0|Juraj Kucka', '84&rsquor;|1:0|Martin Škrtel']","['71&rsquor;|1:0|Eljero Elia|for Arjen Robben', '80&rsquor;|1:0|Klaas-Jan Huntelaar|for Robin van Persie', '90&rsquor;|2:0|Ibrahim Afellay|for Wesley Sneijder']","['71&rsquor;|1:0|Kamil Kopúnek|for Erik Jendrišek', '87&rsquor;|2:0|Marek Sapara|for Marek Hamšík', '88&rsquor;|2:0|Martin Jakubko|for Radoslav Zabavník']",2010,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,2010,Europe,0,82,64,18,19,6,0,130050000.0,34,777.0,28.6,0,0,0,0,0,0,0,0,0,0,Home Win
Brazil,Chile,3,,,0,,,Dunga,,Marcelo Bielsa,,54096,"Emirates Airline Park, Johannesburg",,Round of 16,2010-06-28,3–0,,,South Africa,2010,Juan · 35|Luís Fabiano · 38|Robinho · 59,,"['35&rsquor;|1:0|Juan', '38&rsquor;|2:0|Luís Fabiano', '59&rsquor;|3:0|Robinho']",,,,,,,,,,,,,,,,"['30&rsquor;|0:0|Kaká', '72&rsquor;|3:0|Ramires']","['47&rsquor;|2:0|Arturo Vidal', '68&rsquor;|3:0|Ismael Fuentes', '80&rsquor;|3:0|Rodrigo Millar']","['76&rsquor;|3:0|Nilmar|for Luís Fabiano', '81&rsquor;|3:0|José Kléberson|for Kaká', '85&rsquor;|3:0|Gilberto|for Robinho']","['46&rsquor;|2:0|Rodrigo Tello|for Pablo Contreras', '46&rsquor;|2:0|Jorge Valdivia|for Mark González', '62&rsquor;|3:0|Rodrigo Millar|for Mauricio Isla']",2010,2010,South America,0,114,37,38,5,11,5,932000000.0,1,1611.0,27.8,18,16,8,12,9,6,0,0,0,1,2010,South America,0,79,65,31,17,11,0,80300000.0,18,888.0,25.3,7,2,1,1,1,0,0,0,0,0,Home Win
Germany,England,4,,,1,,,Joachim Löw,,Fabio Capello,,40510,"Toyota Stadium, Bloemfontein",,Round of 16,2010-06-27,4–1,,,South Africa,2010,Miroslav Klose · 20|Lukas Podolski · 32|Thomas Müller · 67|Thomas Müller · 70,Matthew Upson · 37,"['20&rsquor;|1:0|Miroslav Klose', '32&rsquor;|2:0|Lukas Podolski', '67&rsquor;|3:1|Thomas Müller', '70&rsquor;|4:1|Thomas Müller']",['37&rsquor;|2:1|Matthew Upson'],,,,,,,,,,,,,,,['47&rsquor;|2:1|Arne Friedrich'],['81&rsquor;|4:1|Glen Johnson'],"['72&rsquor;|4:1|Mario Gómez|for Miroslav Klose', '72&rsquor;|4:1|Piotr Trochowski|for Thomas Müller', '83&rsquor;|4:1|Stefan Kießling|for Mesut Özil']","['64&rsquor;|2:1|Joe Cole|for James Milner', '71&rsquor;|4:1|Emile Heskey|for Jermain Defoe', '87&rsquor;|4:1|Shaun Wright-Phillips|for Glen Johnson']",2010,2010,Europe,0,119,36,34,7,8,3,828000000.0,6,1082.0,26.7,16,16,8,14,11,7,0,0,1,1,2010,Europe,0,93,32,27,9,6,1,1300000000.0,8,1068.0,26.8,12,10,5,8,2,1,0,0,0,0,Home Win
Argentina,Mexico,3,,,1,,,Diego Maradona,,Javier Aguirre,,84377,"Soccer City, Johannesburg",,Round of 16,2010-06-27,3–1,,,South Africa,2010,Carlos Tevez · 26|Gonzalo Higuaín · 33|Carlos Tevez · 52,Javier Hernández · 71,"['26&rsquor;|1:0|Carlos Tevez', '33&rsquor;|2:0|Gonzalo Higuaín', '52&rsquor;|3:0|Carlos Tevez']",['71&rsquor;|3:1|Javier Hernández'],,,,,,,,,,,,,,,,['28&rsquor;|1:0|Rafael Márquez'],"['69&rsquor;|3:0|Juan Sebastián Verón|for Carlos Tevez', '79&rsquor;|3:1|Jonás Gutiérrez|for Ángel Di María', '87&rsquor;|3:1|Javier Pastore|for Maxi Rodríguez']","['46&rsquor;|2:0|Pablo Barrera|for Adolfo Bautista', '61&rsquor;|3:0|Guillermo Franco|for Andrés Guardado']",2010,2010,South America,0,84,50,29,12,8,2,575000000.0,7,1076.0,27.9,14,11,6,7,4,4,0,0,0,1,2010,North America,0,133,67,42,19,10,0,142100000.0,17,895.0,25.7,13,6,5,2,0,0,0,0,0,0,Home Win
Uruguay,Korea Republic,2,,,1,,,Óscar Tabárez,,Huh Jung-moo,,30597,"Nelson Mandela Bay Stadium, Port Elizabeth",,Round of 16,2010-06-26,2–1,,,South Africa,2010,Luis Suárez · 8|Luis Suárez · 80,Lee Chung-yong · 68,"['8&rsquor;|1:0|Luis Suárez', '80&rsquor;|2:1|Luis Suárez']",['68&rsquor;|1:1|Lee Chung-yong'],,,,,,,,,,,,,,,,"['38&rsquor;|1:0|Kim Jung-woo', '69&rsquor;|1:1|Cha Du-ri', '83&rsquor;|2:1|Cho Yong-hyung']","['46&rsquor;|1:0|Mauricio Victorino|for Diego Godín', '74&rsquor;|1:1|Nicolás Lodeiro|for Álvaro Pereira', '84&rsquor;|2:1|Álvaro Fernández|for Luis Suárez']","['61&rsquor;|1:0|Lee Dong-gook|for Kim Jae-sung', '85&rsquor;|2:1|Yeom Ki-hun|for Ki Sung-yueng']",2010,2010,South America,0,71,47,19,11,13,2,419200000.0,16,899.0,26.6,10,7,2,4,3,1,0,0,1,1,2010,Asia,0,81,43,26,11,18,0,118800000.0,47,632.0,27.6,7,1,1,1,1,0,0,0,0,0,Home Win
USA,Ghana,1,,,2,,,Bob Bradley,,Milovan Rajevac,,34976,"Royal Bafokeng Stadium, Phokeng",,Round of 16,2010-06-26,1–2,,Required Extra Time,South Africa,2010,,Kevin-Prince Boateng · 5|Asamoah Gyan · 93,,"['5&rsquor;|0:1|Kevin-Prince Boateng', '93&rsquor;|1:2|Asamoah Gyan']",,,Landon Donovan (P) · 62,,,,,,,,,,,,"['7&rsquor;|0:1|Ricardo Clark', '18&rsquor;|0:1|Steve Cherundolo', '68&rsquor;|1:1|Carlos Bocanegra']","['61&rsquor;|0:1|Jonathan Mensah', '90+2&rsquor;|1:1|André Ayew']","['31&rsquor;|0:1|Maurice Edu|for Ricardo Clark', '46&rsquor;|0:1|Benny Feilhaber|for Robbie Findley', '91&rsquor;|1:1|Hérculez Gómez|for Jozy Altidore']","['73&rsquor;|1:1|Lee Addy|for Hans Sarpei', '78&rsquor;|1:1|Stephen Appiah|for Kevin-Prince Boateng', '113&rsquor;|1:2|Sulley Muntari|for Samuel Inkoom']",2010,2010,North America,0,112,74,36,19,6,0,169700000.0,14,957.0,26.0,8,4,3,2,1,0,0,0,0,0,2010,Africa,0,73,52,26,15,9,0,164930000.0,32,800.0,25.1,1,1,1,0,0,0,0,0,0,1,Away Win
Portugal,Brazil,0,,,0,,,Carlos Queiroz,,Dunga,,62712,"Moses Mabhida Stadium, Durban",,Group stage,2010-06-25,0–0,,,South Africa,2010,,,,,,,,,,,,,,,,,,,"['25&rsquor;|0:0|Duda', '31&rsquor;|0:0|Tiago Mendes', '40&rsquor;|0:0|Pepe', '45&rsquor;|0:0|Fábio Coentrão']","['15&rsquor;|0:0|Luís Fabiano', '25&rsquor;|0:0|Juan', '43&rsquor;|0:0|Felipe Melo']","['54&rsquor;|0:0|Simão Sabrosa|for Duda', '64&rsquor;|0:0|Pedro Mendes|for Pepe', '84&rsquor;|0:0|Miguel Veloso|for Raul Meireles']","['44&rsquor;|0:0|Josué|for Felipe Melo', '82&rsquor;|0:0|Ramires|for Júlio Baptista', '85&rsquor;|0:0|Grafite|for Luís Fabiano']",2010,2010,Europe,0,80,38,25,8,13,0,841000000.0,3,1249.0,27.1,4,2,1,2,2,0,0,0,0,0,2010,South America,0,114,37,38,5,11,5,932000000.0,1,1611.0,27.8,18,16,8,12,9,6,0,0,0,1,Draw
North Korea,Côte D'Ivoire,0,,,3,,,Kim Jong-hun,,Sven-Göran Eriksson,,34763,"Mbombela Stadium, Nelspruit",,Group stage,2010-06-25,0–3,,,South Africa,2010,,Yaya Touré · 14|Romaric · 20|Salomon Kalou · 82,,"['14&rsquor;|0:1|Yaya Touré', '20&rsquor;|0:2|Romaric', '82&rsquor;|0:3|Salomon Kalou']",,,,,,,,,,,,,,,,,['67&rsquor;|0:2|Choe Kum-chol|for Mun In-guk'],"['64&rsquor;|0:2|Salomon Kalou|for Gervinho', '64&rsquor;|0:2|Aruna Dindane|for Abdul Kader Keïta', '79&rsquor;|0:2|Seydou Doumbia|for Romaric']",2010,2010,Asia,0,89,44,21,15,19,0,6900000.0,105,285.0,25.3,1,1,0,1,0,0,0,0,0,0,2010,Africa,0,96,41,26,9,13,0,370800000.0,27,856.0,26.6,1,0,0,0,0,0,0,0,0,0,Away Win
