home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long,year,home_version,home_continent,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_world_cup_titles_before,home_squad_total_market_value_eur,home_fifa_rank_pre_tournament,home_fifa_points_pre_tournament,home_squad_avg_age,home_world_cup_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,home_winner,home_finalist,home_semi_finalist,home_quarter_finalist,away_version,away_continent,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_world_cup_titles_before,away_squad_total_market_value_eur,away_fifa_rank_pre_tournament,away_fifa_points_pre_tournament,away_squad_avg_age,away_world_cup_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before,away_winner,away_finalist,away_semi_finalist,away_quarter_finalist,match_result
Chile,Spain,1,,,2,,,Marcelo Bielsa,,Vicente del Bosque,,41958,"Loftus Versfeld Stadium, Pretoria",,Group stage,2010-06-25,1–2,,,South Africa,2010,Rodrigo Millar · 47,David Villa · 24|Andrés Iniesta · 37,['47&rsquor;|1:2|Rodrigo Millar'],"['24&rsquor;|0:1|David Villa', '37&rsquor;|0:2|Andrés Iniesta']",,,,,,,,,,,,,Marco Estrada · 37,,"['15&rsquor;|0:0|Gary Medel', '19&rsquor;|0:0|Waldo Ponce', '21&rsquor;|0:0|Marco Estrada']",,"['46&rsquor;|0:2|Rodrigo Millar|for Mark González', '46&rsquor;|0:2|Esteban Paredes|for Jorge Valdivia', '65&rsquor;|1:2|Fabián Orellana|for Alexis Sánchez']","['55&rsquor;|1:2|Cesc Fàbregas|for Fernando Torres', '73&rsquor;|1:2|Javi Martínez|for Xabi Alonso']",2010,2010,South America,0,79,65,31,17,11,0,80300000.0,18,888.0,25.3,7,2,1,1,1,0,0,0,0,0,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,Away Win
Switzerland,Honduras,0,,,0,,,Ottmar Hitzfeld,,Reinaldo Rueda,,28042,"Toyota Stadium, Bloemfontein",,Group stage,2010-06-25,0–0,,,South Africa,2010,,,,,,,,,,,,,,,,,,,['34&rsquor;|0:0|Gelson Fernandes'],"['4&rsquor;|0:0|Hendry Thomas', '58&rsquor;|0:0|David Suazo', '64&rsquor;|0:0|Osman Chávez', '89&rsquor;|0:0|Wilson Palacios']","['46&rsquor;|0:0|Hakan Yakin|for Gelson Fernandes', '69&rsquor;|0:0|Alexander Frei|for Blaise Nkufo', '78&rsquor;|0:0|Xherdan Shaqiri|for Benjamin Huggel']","['67&rsquor;|0:0|Walter Martínez|for Ramón Núñez', '78&rsquor;|0:0|Georgie Welcome|for Jerry Palacios', '87&rsquor;|0:0|Danilo Turcios|for David Suazo']",2010,2010,Europe,0,58,45,18,15,7,0,251000000.0,24,866.0,27.5,8,5,4,3,0,0,0,0,0,0,2010,North America,0,110,63,37,19,8,0,15500000.0,38,734.0,28.1,1,0,0,0,0,0,0,0,0,0,Draw
Paraguay,New Zealand,0,,,0,,,Gerardo Martino,,Ricki Herbert,,34850,"Peter Mokaba Stadium, Polokwane",,Group stage,2010-06-24,0–0,,,South Africa,2010,,,,,,,,,,,,,,,,,,,"['10&rsquor;|0:0|Víctor Cáceres', '41&rsquor;|0:0|Roque Santa Cruz']",['56&rsquor;|0:0|Ryan Nelsen'],"['66&rsquor;|0:0|Lucas Barrios|for Óscar Cardozo', '67&rsquor;|0:0|Édgar Benítez|for Nelson Valdez']","['69&rsquor;|0:0|Chris Wood|for Rory Fallon', '79&rsquor;|0:0|Jeremy Brockie|for Chris Killen']",2010,2010,South America,0,52,54,17,18,14,0,123950000.0,31,820.0,28.4,7,3,3,0,0,0,0,0,0,1,2010,Oceania,0,28,40,8,11,4,0,16430000.0,78,410.0,27.8,1,0,0,0,0,0,0,0,0,0,Draw
Slovakia,Italy,3,,,2,,,Vladimír Weiss,,Marcello Lippi,,53412,"Emirates Airline Park, Johannesburg",,Group stage,2010-06-24,3–2,,,South Africa,2010,Róbert Vittek · 25|Róbert Vittek · 73|Kamil Kopúnek · 89,Antonio Di Natale · 81|Fabio Quagliarella · 90+2,"['25&rsquor;|1:0|Róbert Vittek', '73&rsquor;|2:0|Róbert Vittek', '89&rsquor;|3:1|Kamil Kopúnek']","['81&rsquor;|2:1|Antonio Di Natale', '90+2&rsquor;|3:2|Fabio Quagliarella']",,,,,,,,,,,,,,,"['16&rsquor;|0:0|Zdeno Štrba', '40&rsquor;|1:0|Róbert Vittek', '50&rsquor;|1:0|Peter Pekarík', '82&rsquor;|2:1|Ján Mucha']","['31&rsquor;|1:0|Fabio Cannavaro', '67&rsquor;|1:0|Gennaro Gattuso', '76&rsquor;|2:0|Simone Pepe', '83&rsquor;|2:1|Fabio Quagliarella']","['87&rsquor;|2:1|Kamil Kopúnek|for Zdeno Štrba', '90&rsquor;|3:1|Stanislav Šesták|for Róbert Vittek', '90&rsquor;|3:1|Martin Petráš|for Erik Jendrišek']","['46&rsquor;|1:0|Christian Maggio|for Domenico Criscito', '46&rsquor;|1:0|Fabio Quagliarella|for Gennaro Gattuso', '56&rsquor;|1:0|Andrea Pirlo|for Riccardo Montolivo']",2010,2010,Europe,0,82,64,18,19,6,0,130050000.0,34,777.0,28.6,0,0,0,0,0,0,0,0,0,0,2010,Europe,0,69,45,24,9,14,4,827000000.0,5,1184.0,27.3,16,11,8,9,8,6,0,0,0,0,Home Win
Denmark,Japan,1,,,3,,,Morten Olsen,,Takeshi Okada,,27967,"Royal Bafokeng Stadium, Phokeng",,Group stage,2010-06-24,1–3,,,South Africa,2010,Jon Dahl Tomasson · 81,Keisuke Honda · 17|Yasuhito Endō · 30|Shinji Okazaki · 87,['81&rsquor;|1:2|Jon Dahl Tomasson'],"['17&rsquor;|0:1|Keisuke Honda', '30&rsquor;|0:2|Yasuhito Endō', '87&rsquor;|1:3|Shinji Okazaki']",,,,,,,,,,,,,,,"['29&rsquor;|0:1|Per Krøldrup', '48&rsquor;|0:2|Christian Poulsen', '66&rsquor;|0:2|Nicklas Bendtner']","['12&rsquor;|0:0|Yasuhito Endō', '26&rsquor;|0:1|Yuto Nagatomo']","['34&rsquor;|0:2|Jakob Poulsen|for Martin Jørgensen', '56&rsquor;|0:2|Søren Larsen|for Per Krøldrup', '63&rsquor;|0:2|Christian Eriksen|for Thomas Kahlenberg']","['74&rsquor;|0:2|Shinji Okazaki|for Daisuke Matsui', '88&rsquor;|1:3|Yasuyuki Konno|for Yoshito Ōkubo', '90&rsquor;|1:3|Junichi Inamoto|for Yasuhito Endō']",2010,2010,Europe,0,61,40,19,12,11,0,381600000.0,36,767.0,27.2,3,3,3,1,0,0,0,0,0,0,2010,Asia,0,117,53,36,13,17,0,223500000.0,45,682.0,26.5,3,1,1,0,0,0,0,0,0,0,Away Win
Cameroon,Netherlands,1,,,2,,,Paul Le Guen,,Bert van Marwijk,,63093,"Cape Town Stadium, Cape Town",,Group stage,2010-06-24,1–2,,,South Africa,2010,,Robin van Persie · 36|Klaas-Jan Huntelaar · 83,,"['36&rsquor;|0:1|Robin van Persie', '83&rsquor;|1:2|Klaas-Jan Huntelaar']",,,Samuel Eto'o (P) · 65,,,,,,,,,,,,"['25&rsquor;|0:0|Nicolas Nkoulou', '81&rsquor;|1:1|Stéphane Mbia']","['17&rsquor;|0:0|Dirk Kuyt', '65&rsquor;|1:1|Rafael van der Vaart', '70&rsquor;|1:1|Giovanni van Bronckhorst']","['56&rsquor;|0:1|Vincent Aboubakar|for Gaëtan Bong', '72&rsquor;|1:1|Mohammadou Idrissou|for Eric Maxim Choupo-Moting', '73&rsquor;|1:1|Rigobert Song|for Nicolas Nkoulou']","['59&rsquor;|0:1|Klaas-Jan Huntelaar|for Robin van Persie', '66&rsquor;|1:1|Eljero Elia|for Dirk Kuyt', '73&rsquor;|1:1|Arjen Robben|for Rafael van der Vaart']",2010,2010,Africa,0,76,45,22,11,10,0,256030000.0,19,887.0,25.6,5,1,1,1,0,0,0,0,0,0,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,Away Win
Slovenia,England,0,,,1,,,Matjaž Kek,,Fabio Capello,,36893,"Nelson Mandela Bay Stadium, Port Elizabeth",,Group stage,2010-06-23,0–1,,,South Africa,2010,,Jermain Defoe · 23,,['23&rsquor;|0:1|Jermain Defoe'],,,,,,,,,,,,,,,"['40&rsquor;|0:1|Bojan Jokić', '79&rsquor;|0:1|Valter Birsa', '81&rsquor;|0:1|Zlatko Dedić']",['48&rsquor;|0:1|Glen Johnson'],"['62&rsquor;|0:1|Zlatko Dedić|for Zlatan Ljubijankić', '79&rsquor;|0:1|Tim Matavž|for Andraž Kirm']","['72&rsquor;|0:1|Joe Cole|for Wayne Rooney', '86&rsquor;|0:1|Emile Heskey|for Jermain Defoe']",2010,2010,Europe,0,47,40,14,16,6,0,150600000.0,25,860.0,27.7,1,0,0,0,0,0,0,0,0,0,2010,Europe,0,93,32,27,9,6,1,1300000000.0,8,1068.0,26.8,12,10,5,8,2,1,0,0,0,0,Away Win
USA,Algeria,1,,,0,,,Bob Bradley,,Rabah Saâdane,,35827,"Loftus Versfeld Stadium, Pretoria",,Group stage,2010-06-23,1–0,,,South Africa,2010,Landon Donovan · 90+1,,['90+1&rsquor;|1:0|Landon Donovan'],,,,,,,,,,,,,,,Antar Yahia · 90+3,"['62&rsquor;|0:0|Jozy Altidore', '90&rsquor;|0:0|DaMarcus Beasley']","['12&rsquor;|0:0|Hassan Yebda', '76&rsquor;|0:0|Antar Yahia', '83&rsquor;|0:0|Mehdi Lacen']","['46&rsquor;|0:0|Benny Feilhaber|for Hérculez Gómez', '64&rsquor;|0:0|Edson Buddle|for Maurice Edu', '80&rsquor;|0:0|DaMarcus Beasley|for Jonathan Bornstein']","['65&rsquor;|0:0|Abdelkader Ghezzal|for Rafik Djebbour', '69&rsquor;|0:0|Adlène Guedioura|for Karim Ziani', '85&rsquor;|0:0|Rafik Saïfi|for Karim Matmour']",2010,2010,North America,0,112,74,36,19,6,0,169700000.0,14,957.0,26.0,8,4,3,2,1,0,0,0,0,0,2010,Africa,0,43,46,18,14,7,0,229300000.0,30,821.0,26.5,2,0,0,0,0,0,0,0,0,0,Home Win
Ghana,Germany,0,,,1,,,Milovan Rajevac,,Joachim Löw,,83391,"Soccer City, Johannesburg",,Group stage,2010-06-23,0–1,,,South Africa,2010,,Mesut Özil · 60,,['60&rsquor;|0:1|Mesut Özil'],,,,,,,,,,,,,,,['40&rsquor;|0:0|André Ayew'],['43&rsquor;|0:0|Thomas Müller'],"['64&rsquor;|0:1|Sulley Muntari|for Prince Tagoe', '82&rsquor;|0:1|Matthew Amoah|for Asamoah Gyan', '90&rsquor;|0:1|Dominic Adiyiah|for André Ayew']","['67&rsquor;|0:1|Piotr Trochowski|for Thomas Müller', '73&rsquor;|0:1|Marcell Jansen|for Jérôme Boateng', '81&rsquor;|0:1|Toni Kroos|for Bastian Schweinsteiger']",2010,2010,Africa,0,73,52,26,15,9,0,164930000.0,32,800.0,25.1,1,1,1,0,0,0,0,0,0,1,2010,Europe,0,119,36,34,7,8,3,828000000.0,6,1082.0,26.7,16,16,8,14,11,7,0,0,1,1,Away Win
Australia,Serbia,2,,,1,,,Pim Verbeek,,Radomir Antić,,37836,"Mbombela Stadium, Nelspruit",,Group stage,2010-06-23,2–1,,,South Africa,2010,Tim Cahill · 69|Brett Holman · 73,Marko Pantelić · 84,"['69&rsquor;|1:0|Tim Cahill', '73&rsquor;|2:0|Brett Holman']",['84&rsquor;|2:1|Marko Pantelić'],,,,,,,,,,,,,,,"['49&rsquor;|0:0|Michael Beauchamp', '50&rsquor;|0:0|Luke Wilkshire', '67&rsquor;|0:0|Brett Emerton']","['18&rsquor;|0:0|Aleksandar Luković', '59&rsquor;|0:0|Miloš Ninković']","['66&rsquor;|0:0|Brett Holman|for Carl Valeri', '66&rsquor;|0:0|Scott Chipperfield|for Mark Bresciano', '82&rsquor;|2:0|Richard Garcia|for Luke Wilkshire']","['62&rsquor;|0:0|Zoran Tošić|for Miloš Krasić', '67&rsquor;|0:0|Marko Pantelić|for Nikola Žigić', '77&rsquor;|2:0|Danko Lazović|for Zdravko Kuzmanović']",2010,2010,Oceania,0,59,33,23,10,12,0,32850000.0,20,886.0,27.6,2,1,1,0,0,0,0,0,0,0,2010,Europe,0,77,41,23,11,11,0,266700000.0,15,947.0,26.7,10,7,2,5,2,0,0,0,0,0,Home Win
Mexico,Uruguay,0,,,1,,,Javier Aguirre,,Óscar Tabárez,,33425,"Royal Bafokeng Stadium, Phokeng",,Group stage,2010-06-22,0–1,,,South Africa,2010,,Luis Suárez · 43,,['43&rsquor;|0:1|Luis Suárez'],,,,,,,,,,,,,,,"['77&rsquor;|0:1|Javier Hernández', '86&rsquor;|0:1|Israel Castro']",['68&rsquor;|0:1|Jorge Fucile'],"['46&rsquor;|0:1|Pablo Barrera|for Andrés Guardado', '57&rsquor;|0:1|Israel Castro|for Héctor Moreno', '63&rsquor;|0:1|Javier Hernández|for Cuauhtémoc Blanco']","['77&rsquor;|0:1|Andrés Scotti|for Álvaro Pereira', '85&rsquor;|0:1|Álvaro Fernández|for Luis Suárez']",2010,2010,North America,0,133,67,42,19,10,0,142100000.0,17,895.0,25.7,13,6,5,2,0,0,0,0,0,0,2010,South America,0,71,47,19,11,13,2,419200000.0,16,899.0,26.6,10,7,2,4,3,1,0,0,1,1,Away Win
France,South Africa,1,,,2,,,Raymond Domenech,,Carlos Alberto Parreira,,39415,"Toyota Stadium, Bloemfontein",,Group stage,2010-06-22,1–2,,,South Africa,2010,Florent Malouda · 70,Bongani Khumalo · 20|Katlego Mphela · 37,['70&rsquor;|1:2|Florent Malouda'],"['20&rsquor;|0:1|Bongani Khumalo', '37&rsquor;|0:2|Katlego Mphela']",,,,,,,,,,,Yoann Gourcuff · 25,,,,['71&rsquor;|1:2|Abou Diaby'],,"['46&rsquor;|0:2|Florent Malouda|for André-Pierre Gignac', '55&rsquor;|0:2|Thierry Henry|for Djibril Cissé', '82&rsquor;|1:2|Sidney Govou|for Alou Diarra']","['55&rsquor;|0:2|Siboniso Gaxa|for Anele Ngcongca', '68&rsquor;|0:2|Siyabonga Nomvethe|for Bernard Parker', '78&rsquor;|1:2|Teko Modise|for Thanduyise Khuboni']",2010,2010,Europe,0,67,37,26,11,11,1,1290000000.0,9,1044.0,26.8,12,7,5,6,5,2,0,0,0,0,2010,Africa,1,80,54,31,22,17,0,46350000.0,83,392.0,26.3,2,0,0,0,0,0,0,0,0,0,Away Win
Nigeria,Korea Republic,2,,,2,,,Lars Lagerbäck,,Huh Jung-moo,,61874,"Moses Mabhida Stadium, Durban",,Group stage,2010-06-22,2–2,,,South Africa,2010,Kalu Uche · 12,Lee Jung-soo · 38|Park Chu-young · 49,['12&rsquor;|1:0|Kalu Uche'],"['38&rsquor;|1:1|Lee Jung-soo', '49&rsquor;|1:2|Park Chu-young']",,,Yakubu Aiyegbeni (P) · 69,,,,,,,,,,,,"['31&rsquor;|1:0|Vincent Enyeama', '37&rsquor;|1:0|Chinedu Obasi', '42&rsquor;|1:1|Ayila Yussuf']",['68&rsquor;|1:2|Kim Nam-il'],"['46&rsquor;|1:1|Elderson Echiéjilé|for Joseph Yobo', '57&rsquor;|1:2|Obafemi Martins|for Nwankwo Kanu', '70&rsquor;|2:2|Victor Obinna|for Yakubu Aiyegbeni']","['64&rsquor;|1:2|Kim Nam-il|for Yeom Ki-hun', '87&rsquor;|2:2|Kim Jae-sung|for Ki Sung-yueng', '90&rsquor;|2:2|Kim Dong-jin|for Park Chu-young']",2010,2010,Africa,0,58,29,24,8,12,0,281780000.0,21,883.0,27.5,3,2,2,0,0,0,0,0,0,0,2010,Asia,0,81,43,26,11,18,0,118800000.0,47,632.0,27.6,7,1,1,1,1,0,0,0,0,0,Draw
Greece,Argentina,0,,,2,,,Otto Rehhagel,,Diego Maradona,,38891,"Peter Mokaba Stadium, Polokwane",,Group stage,2010-06-22,0–2,,,South Africa,2010,,Martín Demichelis · 77|Martín Palermo · 89,,"['77&rsquor;|0:1|Martín Demichelis', '89&rsquor;|0:2|Martín Palermo']",,,,,,,,,,,,,,,['30&rsquor;|0:0|Kostas Katsouranis'],['76&rsquor;|0:0|Mario Bolatti'],"['46&rsquor;|0:0|Nikos Spyropoulos|for Giorgos Karagounis', '54&rsquor;|0:0|Sotiris Ninis|for Kostas Katsouranis', '55&rsquor;|0:0|Christos Patsatzoglou|for Vasilis Torosidis']","['63&rsquor;|0:0|Ángel Di María|for Maxi Rodríguez', '77&rsquor;|0:0|Javier Pastore|for Sergio Agüero', '80&rsquor;|0:1|Martín Palermo|for Diego Milito']",2010,2010,Europe,0,63,49,21,14,8,0,254700000.0,13,964.0,26.4,1,0,0,0,0,0,0,0,0,0,2010,South America,0,84,50,29,12,8,2,575000000.0,7,1076.0,27.9,14,11,6,7,4,4,0,0,0,1,Away Win
Portugal,North Korea,7,,,0,,,Carlos Queiroz,,Kim Jong-hun,,63644,"Cape Town Stadium, Cape Town",,Group stage,2010-06-21,7–0,,,South Africa,2010,Raul Meireles · 29|Simão Sabrosa · 53|Hugo Almeida · 56|Tiago Mendes · 60|Liédson · 81|Cristiano Ronaldo · 87|Tiago Mendes · 89,,"['29&rsquor;|1:0|Raul Meireles', '53&rsquor;|2:0|Simão Sabrosa', '56&rsquor;|3:0|Hugo Almeida', '60&rsquor;|4:0|Tiago Mendes', '81&rsquor;|5:0|Liédson', '87&rsquor;|6:0|Cristiano Ronaldo', '89&rsquor;|7:0|Tiago Mendes']",,,,,,,,,,,,,,,,"['38&rsquor;|1:0|Pedro Mendes', '70&rsquor;|4:0|Hugo Almeida']","['32&rsquor;|1:0|Pak Chol-jin', '47&rsquor;|1:0|Hong Yong-jo']","['70&rsquor;|4:0|Miguel Veloso|for Raul Meireles', '74&rsquor;|4:0|Duda|for Simão Sabrosa', '77&rsquor;|4:0|Liédson|for Hugo Almeida']","['58&rsquor;|3:0|Kim Kum-il|for Pak Nam-chol', '58&rsquor;|3:0|Kim Yong-jun|for Mun In-guk', '75&rsquor;|4:0|Nam Song-chol|for Cha Jong-hyok']",2010,2010,Europe,0,80,38,25,8,13,0,841000000.0,3,1249.0,27.1,4,2,1,2,2,0,0,0,0,0,2010,Asia,0,89,44,21,15,19,0,6900000.0,105,285.0,25.3,1,1,0,1,0,0,0,0,0,0,Home Win
Chile,Switzerland,1,,,0,,,Marcelo Bielsa,,Ottmar Hitzfeld,,34872,"Nelson Mandela Bay Stadium, Port Elizabeth",,Group stage,2010-06-21,1–0,,,South Africa,2010,Mark González · 75,,['75&rsquor;|1:0|Mark González'],,,,,,,,,,,,,,,,"['2&rsquor;|0:0|Humberto Suazo', '22&rsquor;|0:0|Carlos Carmona', '25&rsquor;|0:0|Waldo Ponce', '60&rsquor;|0:0|Matías Fernández', '61&rsquor;|0:0|Gary Medel', '90+2&rsquor;|1:0|Jorge Valdivia']","['18&rsquor;|0:0|Blaise Nkufo', '48&rsquor;|0:0|Tranquillo Barnetta', '60&rsquor;|0:0|Gökhan Inler']","['46&rsquor;|0:0|Mark González|for Arturo Vidal', '46&rsquor;|0:0|Jorge Valdivia|for Humberto Suazo', '65&rsquor;|0:0|Esteban Paredes|for Matías Fernández']","['42&rsquor;|0:0|Tranquillo Barnetta|for Alexander Frei', '68&rsquor;|0:0|Eren Derdiyok|for Blaise Nkufo', '77&rsquor;|1:0|Albert Bunjaku|for Gelson Fernandes']",2010,2010,South America,0,79,65,31,17,11,0,80300000.0,18,888.0,25.3,7,2,1,1,1,0,0,0,0,0,2010,Europe,0,58,45,18,15,7,0,251000000.0,24,866.0,27.5,8,5,4,3,0,0,0,0,0,0,Home Win
Spain,Honduras,2,,,0,,,Vicente del Bosque,,Reinaldo Rueda,,54386,"Emirates Airline Park, Johannesburg",,Group stage,2010-06-21,2–0,,,South Africa,2010,David Villa · 17|David Villa · 51,,"['17&rsquor;|1:0|David Villa', '51&rsquor;|2:0|David Villa']",,,,,,,,,,,,,,,,,"['8&rsquor;|0:0|Danilo Turcios', '38&rsquor;|1:0|Emilio Izaguirre']","['66&rsquor;|2:0|Cesc Fàbregas|for Xavi', '70&rsquor;|2:0|Juan Mata|for Fernando Torres', '77&rsquor;|2:0|Álvaro Arbeloa|for Sergio Ramos']","['46&rsquor;|1:0|Georgie Welcome|for Roger Espinoza', '63&rsquor;|2:0|Ramón Núñez|for Danilo Turcios', '84&rsquor;|2:0|Jerry Palacios|for David Suazo']",2010,2010,Europe,0,121,31,46,4,4,0,1150000000.0,2,1565.0,27.2,12,8,6,4,0,0,1,1,1,1,2010,North America,0,110,63,37,19,8,0,15500000.0,38,734.0,28.1,1,0,0,0,0,0,0,0,0,0,Home Win
Slovakia,Paraguay,0,,,2,,,Vladimír Weiss,,Gerardo Martino,,26643,"Toyota Stadium, Bloemfontein",,Group stage,2010-06-20,0–2,,,South Africa,2010,,Enrique Vera · 27|Cristian Riveros · 86,,"['27&rsquor;|0:1|Enrique Vera', '86&rsquor;|0:2|Cristian Riveros']",,,,,,,,,,,,,,,"['42&rsquor;|0:1|Ján Ďurica', '47&rsquor;|0:1|Stanislav Šesták', '84&rsquor;|0:1|Vladimír Weiss']",['45&rsquor;|0:1|Enrique Vera'],"['70&rsquor;|0:1|Filip Hološko|for Stanislav Šesták', '83&rsquor;|0:1|Miroslav Stoch|for Kornel Saláta']","['68&rsquor;|0:1|Aureliano Torres|for Nelson Valdez', '82&rsquor;|0:1|Óscar Cardozo|for Lucas Barrios', '88&rsquor;|0:2|Édgar Barreto|for Enrique Vera']",2010,2010,Europe,0,82,64,18,19,6,0,130050000.0,34,777.0,28.6,0,0,0,0,0,0,0,0,0,0,2010,South America,0,52,54,17,18,14,0,123950000.0,31,820.0,28.4,7,3,3,0,0,0,0,0,0,1,Away Win
Italy,New Zealand,1,,,1,,,Marcello Lippi,,Ricki Herbert,,38229,"Mbombela Stadium, Nelspruit",,Group stage,2010-06-20,1–1,,,South Africa,2010,,Shane Smeltz · 7,,['7&rsquor;|0:1|Shane Smeltz'],,,Vincenzo Iaquinta (P) · 29,,,,,,,,,,,,,"['14&rsquor;|0:1|Rory Fallon', '28&rsquor;|0:1|Tommy Smith', '87&rsquor;|1:1|Ryan Nelsen']","['46&rsquor;|1:1|Mauro Camoranesi|for Simone Pepe', '46&rsquor;|1:1|Antonio Di Natale|for Alberto Gilardino', '61&rsquor;|1:1|Giampaolo Pazzini|for Claudio Marchisio']","['63&rsquor;|1:1|Chris Wood|for Rory Fallon', '81&rsquor;|1:1|Jeremy Christie|for Ivan Vicelich', '90&rsquor;|1:1|Andrew Barron|for Chris Killen']",2010,2010,Europe,0,69,45,24,9,14,4,827000000.0,5,1184.0,27.3,16,11,8,9,8,6,0,0,0,0,2010,Oceania,0,28,40,8,11,4,0,16430000.0,78,410.0,27.8,1,0,0,0,0,0,0,0,0,0,Draw
Brazil,Côte D'Ivoire,3,,,1,,,Dunga,,Sven-Göran Eriksson,,84455,"Soccer City, Johannesburg",,Group stage,2010-06-20,3–1,,,South Africa,2010,Luís Fabiano · 25|Luís Fabiano · 50|Elano · 62,Didier Drogba · 79,"['25&rsquor;|1:0|Luís Fabiano', '50&rsquor;|2:0|Luís Fabiano', '62&rsquor;|3:0|Elano']",['79&rsquor;|3:1|Didier Drogba'],,,,,,,,,,,,,Kaká · 88,,['85&rsquor;|3:1|Kaká'],"['31&rsquor;|1:0|Siaka Tiéné', '86&rsquor;|3:1|Cheick Tioté']","['67&rsquor;|3:0|Dani Alves|for Elano', '90&rsquor;|3:1|Ramires|for Robinho']","['54&rsquor;|2:0|Gervinho|for Aruna Dindane', '68&rsquor;|3:0|Abdul Kader Keïta|for Salomon Kalou', '72&rsquor;|3:0|Romaric|for Emmanuel Eboué']",2010,2010,South America,0,114,37,38,5,11,5,932000000.0,1,1611.0,27.8,18,16,8,12,9,6,0,0,0,1,2010,Africa,0,96,41,26,9,13,0,370800000.0,27,856.0,26.6,1,0,0,0,0,0,0,0,0,0,Home Win
Netherlands,Japan,1,,,0,,,Bert van Marwijk,,Takeshi Okada,,62010,"Moses Mabhida Stadium, Durban",,Group stage,2010-06-19,1–0,,,South Africa,2010,Wesley Sneijder · 53,,['53&rsquor;|1:0|Wesley Sneijder'],,,,,,,,,,,,,,,,['36&rsquor;|0:0|Gregory van der Wiel'],,"['72&rsquor;|1:0|Eljero Elia|for Rafael van der Vaart', '83&rsquor;|1:0|Ibrahim Afellay|for Wesley Sneijder', '88&rsquor;|1:0|Klaas-Jan Huntelaar|for Robin van Persie']","['64&rsquor;|1:0|Shunsuke Nakamura|for Daisuke Matsui', '77&rsquor;|1:0|Keiji Tamada|for Yoshito Ōkubo', '77&rsquor;|1:0|Shinji Okazaki|for Makoto Hasebe']",2010,2010,Europe,0,95,31,33,5,10,0,808000000.0,4,1231.0,26.7,8,8,6,4,3,2,0,1,1,1,2010,Asia,0,117,53,36,13,17,0,223500000.0,45,682.0,26.5,3,1,1,0,0,0,0,0,0,0,Home Win
Ghana,Australia,1,,,1,,,Milovan Rajevac,,Pim Verbeek,,34812,"Royal Bafokeng Stadium, Phokeng",,Group stage,2010-06-19,1–1,,,South Africa,2010,,Brett Holman · 11,,['11&rsquor;|0:1|Brett Holman'],,,Asamoah Gyan (P) · 25,,,,,,,,,Harry Kewell · 24,,,"['40&rsquor;|1:1|Lee Addy', '79&rsquor;|1:1|Jonathan Mensah', '84&rsquor;|1:1|Anthony Annan']",['85&rsquor;|1:1|Craig Moore'],"['56&rsquor;|1:1|Quincy Owusu-Abeyie|for Prince Tagoe', '77&rsquor;|1:1|Sulley Muntari|for Kwadwo Asamoah', '87&rsquor;|1:1|Matthew Amoah|for Kevin-Prince Boateng']","['66&rsquor;|1:1|Scott Chipperfield|for Mark Bresciano', '68&rsquor;|1:1|Joshua Kennedy|for Brett Holman', '84&rsquor;|1:1|Nikita Rukavytsya|for Luke Wilkshire']",2010,2010,Africa,0,73,52,26,15,9,0,164930000.0,32,800.0,25.1,1,1,1,0,0,0,0,0,0,1,2010,Oceania,0,59,33,23,10,12,0,32850000.0,20,886.0,27.6,2,1,1,0,0,0,0,0,0,0,Draw
